ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ »ó´ë½Àµµ(%),ÇÕ°è ÀÏ»ç·®(MJ/m2)
105,°­¸ª,2020-02-12,9.2,4.5,65.6,2.49
105,°­¸ª,2020-02-13,11.5,,60.4,15.38
105,°­¸ª,2020-02-14,10.9,,59.3,13.46
105,°­¸ª,2020-02-15,10.6,0,75.9,9.42
105,°­¸ª,2020-02-16,3.1,5,66,11.51
105,°­¸ª,2020-02-17,-2.1,,46.9,9.99
105,°­¸ª,2020-02-18,.6,,39.3,16.95
105,°­¸ª,2020-02-19,4.7,,41.6,15.91
105,°­¸ª,2020-02-20,6.6,,46.5,15.1
105,°­¸ª,2020-02-21,8.8,,42.8,8.02
105,°­¸ª,2020-02-22,6.2,0,48.9,14.56
105,°­¸ª,2020-02-23,6,,32.8,17.59
105,°­¸ª,2020-02-24,11.3,,27.5,14.26
105,°­¸ª,2020-02-25,6.5,43.5,82.5,1.12
105,°­¸ª,2020-02-26,4,22.1,93.6,2.03
105,°­¸ª,2020-02-27,3.9,.8,81.1,12.68
105,°­¸ª,2020-02-28,6.6,0,66.4,5.15
105,°­¸ª,2020-02-29,7.4,,67.4,9.71
105,°­¸ª,2020-03-01,8,0,72.4,11.06
105,°­¸ª,2020-03-02,5.9,.5,61.8,14.62
105,°­¸ª,2020-03-03,6.8,0,71.3,14.61
105,°­¸ª,2020-03-04,5.5,0,39.1,15.31
105,°­¸ª,2020-03-05,3.4,,47.6,18.68
105,°­¸ª,2020-03-06,6.1,,36.1,17.94
105,°­¸ª,2020-03-07,6.9,,59.9,13.12
105,°­¸ª,2020-03-08,8.1,,66.3,18.78
105,°­¸ª,2020-03-09,10.1,,70.4,14.45
105,°­¸ª,2020-03-10,8.1,17.3,93,2.7
105,°­¸ª,2020-03-11,6.6,,39.9,20.82
105,°­¸ª,2020-03-12,11.3,,26.3,19.7
105,°­¸ª,2020-03-13,8,,48.6,14.86
105,°­¸ª,2020-03-14,6.5,,34.4,21.19
105,°­¸ª,2020-03-15,4.6,6.9,60.5,15.12
105,°­¸ª,2020-03-16,5.6,5.3,54.4,21.01
105,°­¸ª,2020-03-17,8.2,.1,57.3,17.75
105,°­¸ª,2020-03-18,13.7,,33,21.52
105,°­¸ª,2020-03-19,12.2,.3,40.6,16.12
105,°­¸ª,2020-03-20,11.5,,29.1,20.63
105,°­¸ª,2020-03-21,14,4.9,55.1,19.71
105,°­¸ª,2020-03-22,9.8,,60.5,20.66
105,°­¸ª,2020-03-23,8.9,,50.6,19.96
105,°­¸ª,2020-03-24,8.6,,61.1,20.76
105,°­¸ª,2020-03-25,10.9,,69.1,17.23
105,°­¸ª,2020-03-26,16.3,,51.1,16.58
105,°­¸ª,2020-03-27,9.9,11.6,91.8,1.77
105,°­¸ª,2020-03-28,6.4,,56.8,19.57
105,°­¸ª,2020-03-29,6.9,.2,66.1,11.93
105,°­¸ª,2020-03-30,9.8,,65.3,21.91
105,°­¸ª,2020-03-31,12.1,,58.4,20.02
105,°­¸ª,2020-04-01,9.3,5.2,70.1,4.09
105,°­¸ª,2020-04-02,11.8,,42.6,23.08
105,°­¸ª,2020-04-03,15.3,,20.5,23.81
105,°­¸ª,2020-04-04,8.7,,40.3,11.91
105,°­¸ª,2020-04-05,7.3,,39.4,24.41
105,°­¸ª,2020-04-06,11.3,,38,23.88
105,°­¸ª,2020-04-07,13.1,,47.4,17.04
105,°­¸ª,2020-04-08,8.2,4.1,62.9,16.57
105,°­¸ª,2020-04-09,8.6,,53.6,18.77
105,°­¸ª,2020-04-10,8.9,,60.4,22.08
105,°­¸ª,2020-04-11,11.3,,51,18.89
105,°­¸ª,2020-04-12,7.7,15.8,77.5,4.12
105,°­¸ª,2020-04-13,9.4,,50.4,23.41
105,°­¸ª,2020-04-14,17.6,,23.4,25.13
105,°­¸ª,2020-04-15,13.9,,53.9,22.01
105,°­¸ª,2020-04-16,10.9,,70.6,20.48
105,°­¸ª,2020-04-17,11.7,1.4,72.6,9
105,°­¸ª,2020-04-18,10.6,1.3,79.1,10.69
105,°­¸ª,2020-04-19,10.2,23.3,82.8,6.78
105,°­¸ª,2020-04-20,11.9,8.7,65.4,17.69
105,°­¸ª,2020-04-21,9.5,,38,23.52
105,°­¸ª,2020-04-22,8,,37.9,26.65
105,°­¸ª,2020-04-23,9.4,,41,26.3
105,°­¸ª,2020-04-24,12.3,,32,23.7
105,°­¸ª,2020-04-25,17,0,38.8,19.77
105,°­¸ª,2020-04-26,10.6,5,72.5,13.99
105,°­¸ª,2020-04-27,10.7,.8,63.9,17.02
105,°­¸ª,2020-04-28,16.8,,34.5,26.05
105,°­¸ª,2020-04-29,19.8,,33.8,24.55
105,°­¸ª,2020-04-30,21.4,,32.9,24.98
105,°­¸ª,2020-05-01,26.3,,42.1,25.68
105,°­¸ª,2020-05-02,24.9,,52.8,21.14
105,°­¸ª,2020-05-03,23.1,0,60.1,16.78
105,°­¸ª,2020-05-04,17.2,.3,79.5,14.4
105,°­¸ª,2020-05-05,15.2,,76.9,13.58
105,°­¸ª,2020-05-06,15.8,,75.6,27.42
105,°­¸ª,2020-05-07,15.3,,59,21.58
105,°­¸ª,2020-05-08,16.3,.9,66.8,25.81
105,°­¸ª,2020-05-09,15.2,26.7,93.5,6.02
105,°­¸ª,2020-05-10,19.2,,62,20.84
105,°­¸ª,2020-05-11,20.9,,36.8,27.76
105,°­¸ª,2020-05-12,18.4,,46.6,26.44
105,°­¸ª,2020-05-13,20,,30.5,28.93
105,°­¸ª,2020-05-14,24.3,,22.9,22.47
105,°­¸ª,2020-05-15,17.3,10,72.3,4.19
105,°­¸ª,2020-05-16,15.9,,88.4,7.07
105,°­¸ª,2020-05-17,18.5,,82.6,23.19
105,°­¸ª,2020-05-18,15.7,22.1,96.4,6.36
105,°­¸ª,2020-05-19,12.2,26,84.9,6.52
105,°­¸ª,2020-05-20,10.8,5,81.4,10.58
105,°­¸ª,2020-05-21,13,,72.9,24.54
105,°­¸ª,2020-05-22,14.1,4.1,81.1,10.85
105,°­¸ª,2020-05-23,16.5,0,81.6,25.62
105,°­¸ª,2020-05-24,19.4,.4,70.5,17.51
105,°­¸ª,2020-05-25,21.7,,55.8,20.2
105,°­¸ª,2020-05-26,19.8,0,61,22.3
105,°­¸ª,2020-05-27,20.1,,45.1,29.77
105,°­¸ª,2020-05-28,19.8,,56.9,23.34
105,°­¸ª,2020-05-29,19.6,,58.4,29.63
105,°­¸ª,2020-05-30,20.8,,52.3,30.46
105,°­¸ª,2020-05-31,20,,68.6,27.59
105,°­¸ª,2020-06-01,23.8,,44.6,29.54
105,°­¸ª,2020-06-02,22,,44,14.31
105,°­¸ª,2020-06-03,25.1,,54.8,27.94
105,°­¸ª,2020-06-04,27.6,,47.5,27.44
105,°­¸ª,2020-06-05,20,,78,13.52
105,°­¸ª,2020-06-06,19.8,,75.8,26.61
105,°­¸ª,2020-06-07,22.3,,67.3,27.45
105,°­¸ª,2020-06-08,28.5,,52.8,27.5
105,°­¸ª,2020-06-09,29.5,,53.6,26.47
105,°­¸ª,2020-06-10,26.9,3.4,64.1,21.85
105,°­¸ª,2020-06-11,26.3,.6,66.1,28.27
105,°­¸ª,2020-06-12,23.2,,76.6,15.2
105,°­¸ª,2020-06-13,27.4,,55.8,28.29
105,°­¸ª,2020-06-14,27.9,,55.6,18.83
105,°­¸ª,2020-06-15,27.4,,41.6,26.38
105,°­¸ª,2020-06-16,24.8,,48.5,28.42
105,°­¸ª,2020-06-17,27.1,,51.6,27.68
105,°­¸ª,2020-06-18,22.9,,71.4,12.47
105,°­¸ª,2020-06-19,19.1,.3,90.5,5.24
105,°­¸ª,2020-06-20,21.9,,77,26.16
105,°­¸ª,2020-06-21,23.3,,76.1,22.17
105,°­¸ª,2020-06-22,26.6,,59.1,28.44
105,°­¸ª,2020-06-23,22.9,,76.4,22.47
105,°­¸ª,2020-06-24,21.2,13.8,88.8,5.07
105,°­¸ª,2020-06-25,20.5,,90.4,6.39
105,°­¸ª,2020-06-26,24.5,,65.8,22.8
105,°­¸ª,2020-06-27,26,.1,61.4,16.75
105,°­¸ª,2020-06-28,23.2,,78.5,25.41
105,°­¸ª,2020-06-29,22.2,2.2,85.4,9.26
105,°­¸ª,2020-06-30,18.7,250,97.8,2.41
105,°­¸ª,2020-07-01,19.5,6.7,83.8,13.65
105,°­¸ª,2020-07-02,24.3,,62.5,29.31
105,°­¸ª,2020-07-03,22.1,,77.1,21.24
105,°­¸ª,2020-07-04,21.8,.5,73.3,26.75
105,°­¸ª,2020-07-05,26,,61,25.5
105,°­¸ª,2020-07-06,24.5,,74.3,24.07
105,°­¸ª,2020-07-07,24.7,,76.3,22.54
105,°­¸ª,2020-07-08,24,.4,76.1,23.55
105,°­¸ª,2020-07-09,22.8,,85.6,9.21
105,°­¸ª,2020-07-10,22,22.5,94.5,5.07
105,°­¸ª,2020-07-11,20,8.2,92.4,5.1
105,°­¸ª,2020-07-12,20,.7,85,14.01
105,°­¸ª,2020-07-13,18.5,49,96.4,3.73
105,°­¸ª,2020-07-14,18.3,42.2,95.5,6.54
105,°­¸ª,2020-07-15,19.1,0,83.9,12.29
105,°­¸ª,2020-07-16,21.2,,76.3,28.54
105,°­¸ª,2020-07-17,22.3,,76.4,28.39
105,°­¸ª,2020-07-18,21.6,,80.3,21.52
105,°­¸ª,2020-07-19,22.4,0,82.6,12.5
105,°­¸ª,2020-07-20,28,0,67.5,6.75
105,°­¸ª,2020-07-21,27.1,,64.1,26.8
105,°­¸ª,2020-07-22,24.6,,78.5,13.51
105,°­¸ª,2020-07-23,21.6,30.1,91.9,5.89
105,°­¸ª,2020-07-24,20.5,121.8,98.8,3.31
105,°­¸ª,2020-07-25,20.9,54.5,99.8,3.18
105,°­¸ª,2020-07-26,21.2,4.8,92.4,12.58
105,°­¸ª,2020-07-27,20.8,1.5,96.4,3.58
105,°­¸ª,2020-07-28,21.3,3.9,96.4,4.63
105,°­¸ª,2020-07-29,21.8,19.4,94.6,5.57
105,°­¸ª,2020-07-30,22.9,9.7,90.4,9.27
105,°­¸ª,2020-07-31,29.4,,60,24.89
105,°­¸ª,2020-08-01,27.7,.8,74.6,9.24
105,°­¸ª,2020-08-02,27.7,3.9,76,18.35
105,°­¸ª,2020-08-03,27.2,10.3,70.9,1.96
105,°­¸ª,2020-08-04,25.6,4.7,83.5,6.04
105,°­¸ª,2020-08-05,22.7,7.9,94.9,2.73
105,°­¸ª,2020-08-06,24.1,5.8,88.5,4.21
105,°­¸ª,2020-08-07,25.7,.3,76.5,6.84
105,°­¸ª,2020-08-08,21.9,8.4,93.8,3.7
105,°­¸ª,2020-08-09,23.4,1.7,92.8,3.52
105,°­¸ª,2020-08-10,25,9.5,91.5,7.4
105,°­¸ª,2020-08-11,25.6,17.5,82.8,8.42
105,°­¸ª,2020-08-12,30.4,,63.6,21.54
105,°­¸ª,2020-08-13,31,,63.4,21.92
105,°­¸ª,2020-08-14,31.4,.9,61.1,14.83
105,°­¸ª,2020-08-15,27.9,37.9,78.3,2.68
105,°­¸ª,2020-08-16,30,,63.3,12.91
105,°­¸ª,2020-08-17,30.5,,63.5,24.29
105,°­¸ª,2020-08-18,31.2,,60,25.1
105,°­¸ª,2020-08-19,31.6,,51.3,25.34
105,°­¸ª,2020-08-20,26.8,3.7,75.5,18.59
105,°­¸ª,2020-08-21,22.7,.7,90.6,6.07
105,°­¸ª,2020-08-22,23.1,11.3,91.6,4.3
105,°­¸ª,2020-08-23,24.6,2.1,79.5,18.03
105,°­¸ª,2020-08-24,27.1,,73.6,21.25
105,°­¸ª,2020-08-25,30.2,,66.8,24.3
105,°­¸ª,2020-08-26,26.4,.1,86.3,8.26
105,°­¸ª,2020-08-27,30.1,0,71,18.01
105,°­¸ª,2020-08-28,29.4,.4,75.3,20.25
105,°­¸ª,2020-08-29,29.2,.2,75,20.85
105,°­¸ª,2020-08-30,24.3,21.9,93.4,3.86
105,°­¸ª,2020-08-31,23.2,.4,86.8,3.95
105,°­¸ª,2020-09-01,25.1,.2,81.6,21.31
105,°­¸ª,2020-09-02,23.9,154.4,96,1.78
105,°­¸ª,2020-09-03,25.9,77,65.3,15.32
105,°­¸ª,2020-09-04,24.7,,52.6,23.75
105,°­¸ª,2020-09-05,21.6,0,72.6,5.5
105,°­¸ª,2020-09-06,18.5,31.7,86.4,3.41
105,°­¸ª,2020-09-07,22.2,236.2,80.8,4.63
105,°­¸ª,2020-09-08,25.4,,51.6,16.67
105,°­¸ª,2020-09-09,23.3,6.5,66.5,14.88
105,°­¸ª,2020-09-10,23.3,,66,18.99
105,°­¸ª,2020-09-11,20.7,.2,82.1,7.23
105,°­¸ª,2020-09-12,18.8,52.5,94.4,3.27
105,°­¸ª,2020-09-13,17.6,11.1,90.1,12.08
105,°­¸ª,2020-09-14,21,,75.6,17.64
105,°­¸ª,2020-09-15,21.7,,78.1,19.49
105,°­¸ª,2020-09-16,22.7,.2,78,12.36
105,°­¸ª,2020-09-17,21.8,,65.4,2.36
105,°­¸ª,2020-09-18,21.7,,52,17.54
105,°­¸ª,2020-09-19,20.8,,58.8,20.46
105,°­¸ª,2020-09-20,19.1,,59.3,21.05
105,°­¸ª,2020-09-21,17.8,,67.5,18.16
105,°­¸ª,2020-09-22,16.7,,75.8,11.35
105,°­¸ª,2020-09-23,17.2,2.7,82.9,7.69
105,°­¸ª,2020-09-24,18.5,20.4,86.4,8.6
105,°­¸ª,2020-09-25,18.6,8.7,85.5,7.7
105,°­¸ª,2020-09-26,17.8,5.2,85.8,8.43
105,°­¸ª,2020-09-27,17.5,1.7,79.1,18.91
105,°­¸ª,2020-09-28,17.9,,74,20.04
105,°­¸ª,2020-09-29,19.1,,66.5,16.77
105,°­¸ª,2020-09-30,18.1,5.1,79.5,13.48
105,°­¸ª,2020-10-01,16.9,.5,84.1,7.77
105,°­¸ª,2020-10-02,20.6,,65,14.6
105,°­¸ª,2020-10-03,19.4,.1,76.9,8.62
105,°­¸ª,2020-10-04,19.9,,51.9,11.56
105,°­¸ª,2020-10-05,15.6,,43.5,19.54
105,°­¸ª,2020-10-06,13.7,,59.3,19.14
105,°­¸ª,2020-10-07,14.1,,71.4,8.38
105,°­¸ª,2020-10-08,15.4,,69.6,18.03
105,°­¸ª,2020-10-09,16.5,,71.3,13.35
105,°­¸ª,2020-10-10,15.8,,70.5,8.52
105,°­¸ª,2020-10-11,15.1,,75.8,11.96
105,°­¸ª,2020-10-12,16.7,,71,12.02
105,°­¸ª,2020-10-13,14.7,,70.8,11.61
105,°­¸ª,2020-10-14,14.2,,61.3,11.09
105,°­¸ª,2020-10-15,12.3,,59,14.09
105,°­¸ª,2020-10-16,13.8,,57.5,9.63
105,°­¸ª,2020-10-17,13.3,,62.8,16.62
105,°­¸ª,2020-10-18,15.5,,48.1,16.79
105,°­¸ª,2020-10-19,14.9,,64,15.26
105,°­¸ª,2020-10-20,15.4,,62.5,16.06
105,°­¸ª,2020-10-21,15.6,,54.3,6.65
105,°­¸ª,2020-10-22,17,,51.5,9.99
105,°­¸ª,2020-10-23,11.9,,44.9,16.12
105,°­¸ª,2020-10-24,11.6,,31.5,16.45
105,°­¸ª,2020-10-25,16.1,,31,15.27
105,°­¸ª,2020-10-26,14.3,,49.4,15.09
105,°­¸ª,2020-10-27,15.7,,56.4,13.2
105,°­¸ª,2020-10-28,15.2,,56,13.56
105,°­¸ª,2020-10-29,11,,50.5,14.72
105,°­¸ª,2020-10-30,11.3,,65.5,9.58
105,°­¸ª,2020-10-31,13.4,,55.9,11.92
105,°­¸ª,2020-11-01,15.7,,57.4,4.98
105,°­¸ª,2020-11-02,13.1,,40.8,13.77
105,°­¸ª,2020-11-03,8,,31.6,15
105,°­¸ª,2020-11-04,8,,26.9,14.55
105,°­¸ª,2020-11-05,13.8,,36.8,12.76
105,°­¸ª,2020-11-06,17,,37.6,9.09
105,°­¸ª,2020-11-07,17.5,,41.5,12.74
105,°­¸ª,2020-11-08,11,,38.1,12.65
105,°­¸ª,2020-11-09,8.3,,28.5,13.85
105,°­¸ª,2020-11-10,8.1,,43.8,13.14
105,°­¸ª,2020-11-11,10.3,,46.4,12.63
105,°­¸ª,2020-11-12,15.2,,33.1,12.88
105,°­¸ª,2020-11-13,14.5,,50.3,11.58
105,°­¸ª,2020-11-14,11.6,,66.9,9.43
105,°­¸ª,2020-11-15,14.9,,51.1,10.39
105,°­¸ª,2020-11-16,14.8,0,61.8,9.54
105,°­¸ª,2020-11-17,15.5,,76.8,8.96
105,°­¸ª,2020-11-18,19,,70.4,4.73
105,°­¸ª,2020-11-19,19.9,7.7,60.4,3.19
105,°­¸ª,2020-11-20,8.2,,58.1,11.98
105,°­¸ª,2020-11-21,7.8,,65.1,4.42
105,°­¸ª,2020-11-22,9.7,,57.8,4.15
105,°­¸ª,2020-11-23,6.7,,42.9,12.1
105,°­¸ª,2020-11-24,6.5,,49,5.61
105,°­¸ª,2020-11-25,8.3,,39,11.52
105,°­¸ª,2020-11-26,7.7,,58.6,10
105,°­¸ª,2020-11-27,7.3,,49.4,5.85
105,°­¸ª,2020-11-28,4,,35.9,11.52
105,°­¸ª,2020-11-29,3,,41.8,11.48
105,°­¸ª,2020-11-30,3.6,,33,11.63
105,°­¸ª,2020-12-01,3.3,,39.8,10.99
105,°­¸ª,2020-12-02,4.7,,44.8,6.34
105,°­¸ª,2020-12-03,5,,29.6,11.41
105,°­¸ª,2020-12-04,3.6,,30.8,11.13
105,°­¸ª,2020-12-05,5.2,,41.6,10.1
105,°­¸ª,2020-12-06,6.2,,46.9,10.45
105,°­¸ª,2020-12-07,6,,42.4,6.68
105,°­¸ª,2020-12-08,2.4,,33.8,10.1
105,°­¸ª,2020-12-09,5.5,,29.3,10.18
105,°­¸ª,2020-12-10,8,,50.8,8.53
105,°­¸ª,2020-12-11,7.5,,47.4,7.22
105,°­¸ª,2020-12-12,5.9,,34.6,10.44
105,°­¸ª,2020-12-13,.9,.9,63.9,3.23
105,°­¸ª,2020-12-14,-3.8,,32.4,11.39
105,°­¸ª,2020-12-15,-5.1,,24.9,11.46
105,°­¸ª,2020-12-16,-4.1,,21,11.42
105,°­¸ª,2020-12-17,-.9,,27.3,11.2
105,°­¸ª,2020-12-18,2.2,,44.6,7.19
105,°­¸ª,2020-12-19,-.5,,27.6,11.28
105,°­¸ª,2020-12-20,.4,,32.8,10.83
105,°­¸ª,2020-12-21,2.8,,34.1,10.9
105,°­¸ª,2020-12-22,4.8,,46.8,9.58
105,°­¸ª,2020-12-23,7.9,,49.4,7.6
105,°­¸ª,2020-12-24,6.5,,40.9,9.09
105,°­¸ª,2020-12-25,1.6,,32.8,10.71
105,°­¸ª,2020-12-26,5.4,,46.6,9.31
105,°­¸ª,2020-12-27,8.4,,43.4,7.83
105,°­¸ª,2020-12-28,8.7,,58.8,9.46
105,°­¸ª,2020-12-29,5.4,,59,5.34
105,°­¸ª,2020-12-30,-5.3,,35,9.89
105,°­¸ª,2020-12-31,-5.3,,34.3,11.24
